Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code source,Source,Unité,Valeur,Symbole,Description du Symbole,Note
GT,Totaux des émissions,60,Bermudes,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,12.3834,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,12.2312,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-1318.1982,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,0.7604,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,1,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,1.1527,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,4.5634,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,30.9841,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,9.7392,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,899,E,Valeur estimée,
GT,Totaux des émissions,64,Bhoutan,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,817,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,542.021,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-318.9952,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,67700.9512,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,0.4895,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6504,Fabrication d'engrais,2017,2017,3050,FAO TIER 1,kilotonnes,215.2068,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,661,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,301.7784,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,6.0769,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,204.0009,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,1303.683,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,1112.1131,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,20400,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,1490,E,Valeur estimée,
GT,Totaux des émissions,68,Bolivie (État plurinational de),7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,2.33,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,117.4247,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,44.2902,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-1785.5422,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,30.7439,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6504,Fabrication d'engrais,2017,2017,3050,FAO TIER 1,kilotonnes,120.0835,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,84,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6999,On-farm Heat Use,2017,2017,3050,FAO TIER 1,kilotonnes,158,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,41.6258,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6507,Transformation des aliments,2017,2017,3050,FAO TIER 1,kilotonnes,307.2017,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,312.2304,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,273.1559,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,426.8749,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,421.1263,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,22000,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,753,E,Valeur estimée,
GT,Totaux des émissions,70,Bosnie-Herzégovine,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,3.69,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,592.4665,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,46.6335,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,40513.8067,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,1,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,264.9613,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6507,Transformation des aliments,2017,2017,3050,FAO TIER 1,kilotonnes,146.3343,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,10.1885,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,179.8923,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,288.3276,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,252.3698,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,7080,E,Valeur estimée,
GT,Totaux des émissions,72,Botswana,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,31.6,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,485.4838,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,21867.2416,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-269412.8448,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,653402.772,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,21.676,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6504,Fabrication d'engrais,2017,2017,3050,FAO TIER 1,kilotonnes,4499.6121,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,7513,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,3445.4591,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6507,Transformation des aliments,2017,2017,3050,FAO TIER 1,kilotonnes,7702.6747,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,5626.2144,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,3546.9623,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,20219.6503,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,25855.2017,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,467000,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,40700,E,Valeur estimée,
GT,Totaux des émissions,76,Brésil,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,285,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,240.8588,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,5.5381,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-17.9458,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,17.9458,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,6.4829,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,1,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,59.5447,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,1.3243,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,129.5558,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,359.3321,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,145.0011,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,9360,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,17.3,E,Valeur estimée,
GT,Totaux des émissions,96,Brunéi Darussalam,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,1.68,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,1099.8186,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,529.9565,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-38226.474,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,3247.794,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,6.9258,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6504,Fabrication d'engrais,2017,2017,3050,FAO TIER 1,kilotonnes,1.9137,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,101,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6999,On-farm Heat Use,2017,2017,3050,FAO TIER 1,kilotonnes,28,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,113.3811,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6507,Transformation des aliments,2017,2017,3050,FAO TIER 1,kilotonnes,945.988,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6506,Emballage alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,354.071,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,554.3431,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,974.1695,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,702.6131,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,43500,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,3300,E,Valeur estimée,
GT,Totaux des émissions,100,Bulgarie,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,8.4,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,17596.48,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,6504.96,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,34,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,9.7808,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,48.7817,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,207.9193,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,222.2683,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,3820,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,797,E,Valeur estimée,
GT,Totaux des émissions,854,Burkina Faso,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,0.2,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,3088.1214,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,25.174,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,1,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,3.0153,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,4.1976,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,46.7676,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,510,E,Valeur estimée,
GT,Totaux des émissions,108,Burundi,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,66.7,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,16.232,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-62.92,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6997,Fabrication de pesticides,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6510,Consommation d'électricité à la ferme,2017,2017,3050,FAO TIER 1,kilotonnes,2.2835,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,6.8688,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,23.5635,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,21.5284,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,572,E,Valeur estimée,
GT,Totaux des émissions,132,Cabo Verde,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,3.27,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),67292,Sols organiques drainés (CO2),2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6994,On-farm energy use,2017,2017,3050,FAO TIER 1,kilotonnes,0.8029,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6751,Terres forestières,2017,2017,3050,FAO TIER 1,kilotonnes,-2224.4618,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6750,Conversion nette de forêt,2017,2017,3050,FAO TIER 1,kilotonnes,31230.0278,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6993,Feux de tourbières,2017,2017,3050,FAO TIER 1,kilotonnes,0,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6991,Évacuation des déchets des systèmes agroalimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,33.106,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6508,Commerce de détail alimentaire,2017,2017,3050,FAO TIER 1,kilotonnes,229.1197,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6505,Consommation des ménages,2017,2017,3050,FAO TIER 1,kilotonnes,484.1535,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6815,Transporte des alimentaires,2017,2017,3050,FAO TIER 1,kilotonnes,536.8128,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6821,Énergie,2017,2017,3050,FAO TIER 1,kilotonnes,10600,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6817,PIUP,2017,2017,3050,FAO TIER 1,kilotonnes,2350,E,Valeur estimée,
GT,Totaux des émissions,116,Cambodge,7273,Émissions (CO2),6818,Déchets,2017,2017,3050,FAO TIER 1,kilotonnes,10.9,E,Valeur estimée,
